X,Y
0,29.3579959478222
1,29.4093247960621
2,29.2816858200616
3,30.4099655791089
4,30.7726859735917
5,30.839942247539
6,30.7606116422647
7,31.2036630042297
8,31.3889960352557
9,30.8902999169557
10,30.4678119449116
11,30.5968378680695
12,30.5978959350977
13,30.1969306246508
14,29.8908133073455
15,29.5466800290106
16,29.5489073942222
17,30.5374376017147
18,30.7406603231706
19,30.3774450601516
20,30.0951488899866
21,30.057979182918
22,30.3646554211685
23,30.2934500537736
24,30.1457823034099
25,30.277772879952
26,30.3711931235659
27,30.3559326609926
28,29.994740831603
29,29.9380128850237
30,29.5572687604512
31,29.1616129760462
32,29.6921163421055
33,30.2462706282922
34,30.2109551546809
35,29.3829646689341
36,29.5289202390664
37,29.7197420657322
38,30.0138566369459
39,29.8186361697769
40,27.9312248269333
41,28.1030578736784
42,28.2760259023568
43,28.1934974877898
44,28.2209917148829
45,28.0687243124181
46,27.2398358852504
47,26.6065043583179
48,27.2203081362139
49,25.8079089897857
50,26.0603348380626
51,25.8961103682256
52,25.8244332422083
53,25.8921219326021
54,27.2896366987241
55,27.2082599847808
56,27.2982114808866
57,27.0561633070231
58,26.4347018696439
59,26.2193818831823
60,26.4028777594688
61,26.3260193579673
62,27.5926351044603
63,27.5974684054343
64,27.5334100810506
65,27.3071396483073
66,27.1707897127514
67,27.6101663011457
68,27.6198473323199
69,27.5597434399665
70,28.1688034920937
71,28.2842298624526
72,28.2926380867604
73,28.5237181782623
74,28.5226859141056
75,28.576637206596
76,27.7637154619468
77,27.4848807531007
78,27.3040064602818
79,26.9020256196663
80,26.6901620791324
81,26.5227728673887
82,26.0940678991905
83,26.0290399849836
84,26.1451811084296
85,24.7533591254934
86,24.7877723951262
87,24.9666520937264
88,25.3362142160608
89,25.2928308142908
90,25.4274523062317
91,25.3433445056435
92,25.971939771661
93,25.9079106384008
94,25.971895864171
95,26.4484194179283
96,26.4610573964945
97,26.332417666691
98,26.1739566775231
99,25.31812191934
100,26.092918888835
101,26.0809032845833
102,26.6571393564478
103,26.9022733539235
104,27.1490479148176
105,27.4577515672704
106,28.4769331777205
107,27.8995268848051
108,27.2740942748061
109,27.0073204525281
110,27.7675942986965
111,28.669197835798
112,28.782870953615
113,28.7440629412083
114,29.2661362018366
115,29.2963134656355
116,29.3057672122468
117,28.9241725686791
118,29.1720209520873
119,29.3657211852995
120,29.4078823940972
121,29.2458167568713
122,30.374496989862
123,29.7586748422917
124,29.7249773495009
125,29.76623284523
126,29.7554250257332
127,29.89151581303
128,29.2248425909029
129,29.198948617507
130,28.8772606490545
131,29.1001607638567
132,29.1130319425489
133,29.4714993701304
134,29.7254307070667
135,29.8756459220223
136,29.3233683774063
137,29.6592234589148
138,29.9161224601504
139,29.9475912683722
140,29.9127206609762
141,30.0300013055628
142,30.0160306268816
143,30.2063058742739
144,29.6547983080682
145,29.5100518679639
146,29.4792492981031
147,29.5046545569265
148,28.6683904967233
149,29.7023519345497
150,29.6516216442299
151,29.5146463947099
152,29.5060062338002
153,29.8509447648675
154,29.8154534560163
155,29.9424334719242
156,29.690047803042
157,29.0811148740794
158,29.0644999548783
159,29.1742776165293
160,28.4813545451465
161,28.4361434739251
162,28.6158306901362
163,27.244815449582
164,28.0308399371416
165,28.0943374082074
166,28.1340905108074
167,28.3333355454145
168,28.1878603859515
169,28.2756472078652
170,28.1106637809044
171,27.9411083959461
172,27.1558393341306
173,27.486338387798
174,27.822551655906
175,27.8637457219807
176,27.5149212391274
177,27.838454503669
178,27.1433461639043
179,26.4705102294807
180,27.0302606993551
181,26.5300468831785
182,26.0613437146646
183,26.4519442040733
184,26.430516873003
185,27.545606496456
186,27.6074557321282
187,27.3151823435893
188,27.0155083532905
189,27.5641042707741
190,27.4010044070248
191,27.1582360153069
192,27.1556008239151
193,27.052060260661
194,27.170854273897
195,27.7646494421106
196,28.3748576218003
197,28.6936449639141
198,28.6399889459212
199,28.5541591303333
200,28.2272698739389
201,28.1719358760925
202,28.326544342537
203,27.6420737432913
204,28.2813211491863
205,28.8789584528696
206,28.1885303551898
207,27.5438261047286
208,27.5186685579694
209,27.5010054438921
210,27.4034023213343
211,27.8191923071989
212,28.5175254549185
213,28.4564287181799
214,28.2814341362301
215,28.9552224505716
216,28.8177584131145
