-6	0.34813262986687	0.157822391633258	-6	0
-5.9	0.46875653919673	0.328028117967049	-5.8	5
-5.8	0.628027231301822	0.52369472427333	-5.6	0
-5.7	0.837217193670763	0.75930808002296	-5.4	0
-5.6	1.11051986051416	1.05151591736406	-5.2	0
-5.5	1.46569311773448	1.41993951938828	-5	0
-5.4	1.92481189963786	1.88806100382544	-4.8	5
-5.3	2.51513944788948	2.48420179043188	-4.6	20
-5.2	3.2701251243082	3.24260528612921	-4.4	5
-5.1	4.23053409419851	4.20463343680189	-4.2	25
-5	5.44571057588177	5.42008243904707	-4	50
-4.9	6.97497154752718	6.94861744626477	-3.8	75
-4.8	8.88912170219436	8.861319429385	-3.6	105
-4.7	11.2720729739824	11.2423293883596	-3.4	135
-4.6	14.2225431063134	14.1905658358818	-3.2	195
-4.5	17.855797555045	17.8214809418407	-3	250
-4.4	22.3053876622905	22.2688090784502	-2.8	380
-4.3	27.7248257559954	27.6862489913022	-2.6	560
-4.2	34.2891249995171	34.2490078103487	-2.4	710
-4.1	42.1961189368502	42.1551221052607	-2.2	765
-4	51.6674633852301	51.6264588107484	-2	1080
-3.9	62.9492123746017	62.909287852889	-1.8	1230
-3.8	76.3118510886195	76.2743095595762	-1.6	1650
-3.7	92.0496631724023	92.0160143808758	-1.4	1765
-3.6	110.479308330028	110.451251065321	-1.2	1895
-3.5	131.937489825376	131.916883215734	-1	2225
-3.4	156.777601242171	156.766423994451	-0.8	2360
-3.3	185.36525843517	185.365555436519	-0.6	2635
-3.2	218.072646584863	218.086462920878	-0.4	2875
-3.1	255.271643934383	255.300947114738	-0.2	2710
-3	297.325723059073	297.372315053109	0	2715
-2.9	344.580676889233	344.646098425783	0.2	2870
-2.8	397.354269193195	397.439699625933	0.4	2765
-2.7	455.924966347558	456.031123176121	0.6	2750
-2.6	520.519966990174	520.647009799593	0.8	2250
-2.5	591.302806118227	591.450250194341	1	2255
-2.4	668.360867508848	668.527512647483	1.2	2075
-2.3	751.693189860458	751.877069862752	1.4	1605
-2.2	841.19899448311	841.397352480169	1.6	1440
-2.1	936.667392426119	936.876686481779	1.8	1165
-2	1037.76874355149	1037.98468595164	2	1000
-1.9	1144.04813658796	1144.2657688615	2.2	850
-1.8	1254.92143560091	1255.13523967822	2.4	695
